judge,authority,hub,in_degree,out_degree
j23,0.019836919058812214,0.019836919058812214,0.9627329192546584,0.9627329192546584
j110,0.036867750342485614,0.036867750342485614,0.9937888198757764,0.9937888198757764
j79,0.02253637696817359,0.02253637696817359,0.9813664596273292,0.9813664596273292
j46,0.00859223381001838,0.00859223381001838,0.8633540372670807,0.8633540372670807
j148,0.023975341425669924,0.023975341425669924,0.9751552795031055,0.9751552795031055
j115,0.02180202627266034,0.02180202627266034,0.9565217391304348,0.9565217391304348
j126,0.03627801556117268,0.03627801556117268,0.9751552795031055,0.9751552795031055
j5,0.01588024713692858,0.01588024713692858,0.937888198757764,0.937888198757764
j127,0.01626379467324586,0.01626379467324586,0.9006211180124224,0.9006211180124224
j106,0.02573548260803014,0.02573548260803014,0.9751552795031055,0.9751552795031055
j65,0.03340046769873498,0.03340046769873498,0.9565217391304348,0.9565217391304348
j68,0.026506597916680755,0.026506597916680755,0.9565217391304348,0.9565217391304348
j81,0.025792770198343844,0.025792770198343844,0.9565217391304348,0.9565217391304348
j142,0.02437387396497356,0.02437387396497356,0.9627329192546584,0.9627329192546584
j103,0.01667907808932338,0.01667907808932338,0.9440993788819876,0.9440993788819876
j116,0.0017453968380617788,0.0017453968380617788,0.4720496894409938,0.4720496894409938
j19,0.014144111689929914,0.014144111689929914,0.9130434782608695,0.9130434782608695
j1,0.016793048989998446,0.016793048989998446,0.906832298136646,0.906832298136646
j61,0.009203891705453713,0.009203891705453713,0.8322981366459627,0.8322981366459627
j75,0.017611653005076267,0.017611653005076267,0.9130434782608695,0.9130434782608695
j157,0.007369063041101709,0.007369063041101709,0.84472049689441,0.84472049689441
j129,0.013729854430723432,0.013729854430723432,0.8944099378881988,0.8944099378881988
j123,0.018358668861623552,0.018358668861623552,0.9006211180124224,0.9006211180124224
j27,0.009203891705453713,0.009203891705453713,0.8322981366459627,0.8322981366459627
j28,-0.00166753254861092,-0.00166753254861092,0.7391304347826086,0.7391304347826086
j12,0.008931938675566707,0.008931938675566707,0.9254658385093167,0.9254658385093167
j14,0.014221811526812409,0.014221811526812409,0.9316770186335404,0.9316770186335404
j8,0.002537787676140842,0.002537787676140842,0.8074534161490683,0.8074534161490683
j10,0.006918013232892962,0.006918013232892962,0.8757763975155279,0.8757763975155279
j63,0.0093608134327032,0.0093608134327032,0.8757763975155279,0.8757763975155279
j93,0.007682227519512337,0.007682227519512337,0.8385093167701864,0.8385093167701864
j159,0.006576412376655305,0.006576412376655305,0.8695652173913043,0.8695652173913043
j155,0.010817968775849788,0.010817968775849788,0.968944099378882,0.968944099378882
j112,-0.00018857326084307927,-0.00018857326084307927,0.38509316770186336,0.38509316770186336
j66,0.010310915700867916,0.010310915700867916,0.8881987577639752,0.8881987577639752
j69,0.010716378118042573,0.010716378118042573,0.8944099378881988,0.8944099378881988
j77,0.010590593699395636,0.010590593699395636,0.937888198757764,0.937888198757764
j113,0.0028594671076561436,0.0028594671076561436,0.7763975155279503,0.7763975155279503
j132,0.005600865119246195,0.005600865119246195,0.8633540372670807,0.8633540372670807
j153,0.00146193965531872,0.00146193965531872,0.8322981366459627,0.8322981366459627
j54,0.016820232069785206,0.016820232069785206,0.8944099378881988,0.8944099378881988
j67,0.02090692665139541,0.02090692665139541,0.9192546583850931,0.9192546583850931
j121,0.0016450853736201237,0.0016450853736201237,0.8881987577639752,0.8881987577639752
j100,0.008919049748711154,0.008919049748711154,0.8944099378881988,0.8944099378881988
j125,0.006945510116411698,0.006945510116411698,0.8198757763975155,0.8198757763975155
j51,0.004097290683344478,0.004097290683344478,0.7204968944099379,0.7204968944099379
j17,0.02801505792973948,0.02801505792973948,0.937888198757764,0.937888198757764
j104,0.0010606399816681443,0.0010606399816681443,0.5527950310559007,0.5527950310559007
j34,0.002030800632975866,0.002030800632975866,0.5900621118012422,0.5900621118012422
j39,0.005705653213811853,0.005705653213811853,0.7950310559006211,0.7950310559006211
